epoch,train_loss,train_acc,test_loss,test_acc,lr,epoch_time_sec,test_acc_c0,test_acc_c1,test_acc_c2,test_acc_c3,test_acc_c4,test_auc_macro,test_auc_weighted,test_auc_c0,test_auc_c1,test_auc_c2,test_auc_c3,test_auc_c4
28,1.039521,56.583,1.236771,55.000,0.00000734,23.297,75.287,28.261,51.087,39.706,10.000,0.746368,0.779470,0.851795,0.659175,0.709768,0.786100,0.725000
29,1.036155,57.333,1.228761,55.250,0.00000185,23.270,75.287,26.087,52.174,41.176,10.000,0.747355,0.779558,0.851388,0.664333,0.708780,0.784771,0.727500
30,1.056639,56.750,1.235028,55.750,0.00030000,23.273,75.287,26.087,54.348,41.176,10.000,0.746888,0.779578,0.851058,0.662061,0.711957,0.783443,0.725921
31,1.075024,55.167,1.317029,49.500,0.00029954,23.267,74.713,19.565,11.957,67.647,10.000,0.729631,0.764902,0.843912,0.660771,0.677195,0.772856,0.693421
32,1.073773,55.250,1.234839,56.750,0.00029815,23.256,78.736,10.870,72.826,23.529,10.000,0.744128,0.777006,0.844624,0.666175,0.726143,0.764883,0.718816
33,1.075663,53.500,1.249867,54.250,0.00029586,23.333,78.161,21.739,38.043,52.941,0.000,0.739925,0.780205,0.853143,0.679071,0.714003,0.784196,0.669211
34,1.058907,54.083,1.269619,51.750,0.00029266,25.874,79.310,19.565,50.000,17.647,10.000,0.739673,0.766949,0.836563,0.650639,0.695123,0.771173,0.744868
35,1.070216,55.583,1.240128,56.750,0.00028858,24.357,77.011,19.565,50.000,52.941,10.000,0.750625,0.783293,0.852279,0.682326,0.726214,0.770331,0.721974
36,1.042227,54.750,1.264360,49.250,0.00028365,23.292,81.609,17.391,42.391,7.353,15.000,0.735082,0.768338,0.846557,0.637067,0.682524,0.786499,0.722763
37,1.031458,56.667,1.315641,54.250,0.00027790,23.265,75.287,26.087,50.000,41.176,0.000,0.734014,0.765326,0.831960,0.667281,0.715133,0.745172,0.710526
38,1.053189,56.167,1.270479,50.750,0.00027135,23.306,86.207,8.696,23.913,36.765,10.000,0.739363,0.773075,0.850371,0.657762,0.679524,0.798104,0.711053
39,1.038844,56.583,1.297447,55.750,0.00026406,23.301,81.034,28.261,44.565,39.706,5.000,0.748878,0.781113,0.849939,0.671457,0.718168,0.781272,0.723553
40,1.028860,57.167,1.294364,53.000,0.00025607,23.299,77.586,19.565,41.304,41.176,10.000,0.745200,0.776872,0.851516,0.654385,0.700911,0.783664,0.735526
41,1.035612,55.083,1.276604,55.000,0.00024742,23.285,79.310,34.783,40.217,42.647,0.000,0.740726,0.773010,0.847421,0.670167,0.695370,0.773698,0.716974
42,1.025250,56.083,1.306441,55.250,0.00023817,23.291,76.437,23.913,58.696,30.882,10.000,0.747186,0.778161,0.839335,0.677843,0.729037,0.774451,0.715263
43,1.001194,57.833,1.278379,54.500,0.00022837,23.326,79.885,23.913,35.870,48.529,10.000,0.738992,0.770433,0.842310,0.670781,0.710651,0.748981,0.722237
44,1.004811,59.000,1.309175,51.250,0.00021810,23.297,91.379,21.739,25.000,16.176,10.000,0.721590,0.758838,0.837962,0.655859,0.676560,0.761782,0.675789
45,1.003225,58.750,1.367756,53.500,0.00020740,23.296,72.989,28.261,34.783,61.765,0.000,0.734978,0.771156,0.844904,0.658008,0.702710,0.773875,0.695395
46,1.017350,57.833,1.361186,49.750,0.00019635,23.334,82.184,17.391,36.957,14.706,20.000,0.723211,0.751962,0.819372,0.640629,0.685559,0.755493,0.715000
47,1.015354,56.917,1.317222,58.000,0.00018502,23.332,76.437,32.609,57.609,45.588,0.000,0.749613,0.781890,0.844904,0.678764,0.726990,0.785170,0.712237
48,0.990812,58.333,1.371975,51.750,0.00017347,23.340,78.161,26.087,38.043,32.353,10.000,0.741747,0.771522,0.838368,0.664947,0.699464,0.784904,0.721053
49,0.992983,58.583,1.409225,50.500,0.00016177,23.311,83.908,17.391,22.826,36.765,10.000,0.737354,0.768274,0.835012,0.660157,0.710368,0.763997,0.717237
50,0.989349,59.167,1.314545,54.000,0.00015000,23.340,78.736,17.391,41.304,45.588,10.000,0.737876,0.776473,0.857263,0.664026,0.695158,0.780563,0.692368
51,0.982609,61.250,1.397797,52.000,0.00013823,23.280,78.736,26.087,36.957,33.824,10.000,0.735815,0.766841,0.834249,0.654569,0.703381,0.771217,0.715658
52,0.992708,59.583,1.298126,52.750,0.00012653,23.331,76.437,21.739,38.043,45.588,10.000,0.735922,0.773020,0.857670,0.684476,0.675395,0.773122,0.688947
53,0.962908,60.500,1.400733,52.250,0.00011498,23.355,78.161,23.913,32.609,44.118,10.000,0.734569,0.764326,0.832570,0.658315,0.699428,0.762137,0.720395
54,0.956574,60.500,1.318659,51.750,0.00010365,23.289,79.885,21.739,34.783,35.294,10.000,0.738488,0.772704,0.845260,0.671702,0.701616,0.772546,0.701316
55,0.948083,61.333,1.396617,51.250,0.00009260,23.312,79.885,19.565,27.174,44.118,10.000,0.729419,0.761676,0.835088,0.655981,0.691805,0.755404,0.708816
56,0.936112,61.833,1.392446,53.250,0.00008190,23.289,77.011,34.783,40.217,35.294,10.000,0.736864,0.768413,0.838419,0.664149,0.694558,0.776798,0.710395
57,0.928105,62.333,1.410873,50.750,0.00007163,23.314,78.736,23.913,35.870,29.412,10.000,0.742251,0.773241,0.836131,0.665561,0.710368,0.788669,0.710526
58,0.963906,61.000,1.401935,51.750,0.00006183,23.290,81.034,23.913,33.696,32.353,10.000,0.730999,0.767031,0.836919,0.665684,0.699746,0.773698,0.678947
59,0.931352,62.250,1.411305,51.000,0.00005258,23.321,77.586,17.391,26.087,51.471,10.000,0.727576,0.757799,0.826315,0.665193,0.679701,0.768249,0.698421
60,0.926880,62.000,1.422924,51.500,0.00004393,23.352,78.736,26.087,30.435,39.706,10.000,0.730481,0.764647,0.838140,0.661201,0.699428,0.753898,0.699737
61,0.910835,62.500,1.396086,51.750,0.00003594,23.329,79.310,26.087,27.174,44.118,10.000,0.730146,0.765985,0.838953,0.665807,0.684994,0.782291,0.678684
62,0.909739,62.250,1.422444,51.250,0.00002865,23.319,78.736,23.913,32.609,36.765,10.000,0.733166,0.764911,0.831655,0.662000,0.698581,0.772147,0.701447
63,0.915995,61.833,1.406293,51.500,0.00002210,23.292,81.034,23.913,27.174,39.706,10.000,0.732319,0.764888,0.834147,0.661324,0.691206,0.777153,0.697763
64,0.894107,62.083,1.434672,51.750,0.00001635,23.293,79.310,26.087,31.522,38.235,10.000,0.728430,0.760582,0.829493,0.660157,0.690323,0.766256,0.695921
65,0.906169,62.917,1.429925,50.750,0.00001142,23.280,79.310,26.087,28.261,36.765,10.000,0.730323,0.763688,0.834249,0.659789,0.691311,0.771660,0.694605
66,0.910928,62.000,1.421059,50.500,0.00000734,23.329,77.586,26.087,30.435,36.765,10.000,0.729946,0.763869,0.834757,0.660710,0.691417,0.771660,0.691184
67,0.900796,63.500,1.425918,50.250,0.00000414,23.351,78.161,26.087,28.261,36.765,10.000,0.731086,0.764577,0.835444,0.660710,0.694311,0.768648,0.696316
68,0.912628,63.583,1.432935,51.000,0.00000185,23.304,79.885,26.087,28.261,36.765,10.000,0.733144,0.765779,0.836334,0.660096,0.694382,0.771749,0.703158
69,0.902459,62.750,1.425047,51.500,0.00000046,23.350,79.885,26.087,29.348,38.235,10.000,0.733123,0.765499,0.835647,0.660956,0.696464,0.768072,0.704474
70,0.881625,63.333,1.424808,51.000,0.00030000,23.340,79.310,26.087,28.261,38.235,10.000,0.731940,0.764807,0.835063,0.661447,0.694982,0.768604,0.699605
71,0.945676,61.167,1.409173,52.500,0.00029988,23.365,81.609,10.870,39.130,35.294,15.000,0.725900,0.760556,0.835571,0.682695,0.680089,0.754961,0.676184
72,0.968332,60.083,1.489174,52.500,0.00029954,23.326,76.437,26.087,36.957,42.647,10.000,0.731111,0.761524,0.832367,0.677229,0.679171,0.766788,0.700000
73,0.985777,59.667,1.446691,48.000,0.00029896,23.311,85.632,10.870,20.652,25.000,10.000,0.722095,0.763007,0.840835,0.640383,0.685171,0.781715,0.662368
74,0.984686,59.250,1.420138,52.750,0.00029815,23.321,75.287,17.391,45.652,41.176,10.000,0.727680,0.755551,0.824764,0.651314,0.675431,0.768205,0.718684
75,0.977830,58.000,1.442982,49.500,0.00029712,23.340,73.563,17.391,31.522,44.118,15.000,0.722368,0.746491,0.811845,0.662921,0.678677,0.734054,0.724342
76,0.972602,59.250,1.408623,50.000,0.00029586,23.347,83.333,17.391,10.870,51.471,10.000,0.729532,0.764796,0.844370,0.685335,0.668902,0.769844,0.679211
77,0.925473,61.333,1.416341,51.000,0.00029437,23.375,76.437,6.522,58.696,17.647,10.000,0.727529,0.746169,0.809429,0.642225,0.667420,0.756467,0.762105
78,0.936269,60.833,1.420922,49.750,0.00029266,23.333,85.057,19.565,17.391,35.294,10.000,0.721540,0.755244,0.834223,0.659727,0.661102,0.765016,0.687632
79,0.934193,62.000,1.503966,48.500,0.00029073,23.317,75.287,32.609,27.174,29.412,15.000,0.723719,0.755264,0.828654,0.685397,0.666855,0.755980,0.681711
80,0.941004,60.417,1.438534,50.500,0.00028858,23.343,77.586,15.217,45.652,22.059,15.000,0.725245,0.755718,0.833333,0.653893,0.672995,0.749424,0.716579
81,0.963031,60.083,1.525819,52.250,0.00028622,23.315,79.310,8.696,45.652,36.765,0.000,0.719029,0.751524,0.823848,0.648244,0.689194,0.736623,0.697237
82,0.925313,61.583,1.429560,49.500,0.00028365,23.298,79.310,13.043,20.652,47.059,15.000,0.715244,0.750181,0.831833,0.679379,0.653974,0.743666,0.667368
83,0.912496,63.333,1.538197,48.250,0.00028087,23.344,82.759,10.870,41.304,5.882,10.000,0.713371,0.749064,0.818737,0.644129,0.692405,0.741717,0.669868
84,0.928187,62.250,1.470823,49.500,0.00027790,23.308,78.161,30.435,23.913,36.765,5.000,0.708611,0.741968,0.814617,0.653525,0.647057,0.768648,0.659211
85,0.893481,62.083,1.634275,49.500,0.00027472,23.317,79.310,19.565,22.826,39.706,15.000,0.721777,0.756578,0.835876,0.665807,0.666678,0.758682,0.681842
86,0.894153,63.917,1.463399,48.000,0.00027135,23.346,81.034,6.522,29.348,27.941,10.000,0.716528,0.748377,0.829671,0.641182,0.656303,0.750089,0.705395
87,0.890842,63.917,1.520113,50.250,0.00026780,23.334,74.138,21.739,48.913,19.118,20.000,0.712765,0.740505,0.801978,0.600344,0.680371,0.767186,0.713947
88,0.878332,63.833,1.483392,46.250,0.00026406,23.304,79.310,23.913,13.043,32.353,10.000,0.694667,0.740558,0.851032,0.650700,0.603226,0.736401,0.631974
89,0.892881,63.750,1.461091,52.000,0.00026015,23.400,75.862,10.870,42.391,42.647,15.000,0.734537,0.762725,0.843632,0.633751,0.677089,0.760188,0.758026
90,0.876672,63.750,1.592843,51.500,0.00025607,23.332,82.184,28.261,23.913,38.235,10.000,0.711308,0.750311,0.831960,0.647384,0.660961,0.759391,0.656842
91,0.846285,64.917,1.512019,49.750,0.00025182,23.284,72.414,15.217,41.304,38.235,10.000,0.706670,0.741758,0.824331,0.670106,0.632305,0.752923,0.653684
92,0.833445,66.167,1.598488,47.250,0.00024742,23.334,81.609,8.696,31.522,16.176,15.000,0.712227,0.744523,0.816906,0.628163,0.673490,0.749158,0.693421
93,0.853128,66.250,1.590327,46.500,0.00024286,23.327,78.736,17.391,20.652,29.412,10.000,0.711704,0.746611,0.831731,0.638664,0.645116,0.756954,0.686053
94,0.837740,66.000,1.542800,49.250,0.00023817,23.308,75.287,19.565,44.565,19.118,15.000,0.705876,0.736060,0.821330,0.648919,0.651645,0.699194,0.708289
95,0.819220,66.417,1.618260,49.000,0.00023334,23.297,83.908,13.043,14.130,45.588,0.000,0.698276,0.732278,0.814897,0.656902,0.621471,0.745083,0.653026
96,0.830130,66.000,1.589515,49.000,0.00022837,23.309,79.310,2.174,42.391,20.588,20.000,0.713367,0.748160,0.828197,0.633874,0.654115,0.766832,0.683816
97,0.822557,67.917,1.558813,50.250,0.00022329,23.367,77.011,28.261,30.435,36.765,5.000,0.706821,0.737319,0.820924,0.649165,0.654150,0.705129,0.704737
98,0.813410,66.583,1.661683,49.000,0.00021810,23.320,78.161,6.522,47.826,14.706,15.000,0.709881,0.742242,0.815126,0.628101,0.663890,0.755182,0.687105
99,0.811296,66.333,1.667889,47.250,0.00021280,23.311,82.184,10.870,16.304,33.824,15.000,0.709691,0.745725,0.830485,0.658131,0.637740,0.758283,0.663816
100,0.793108,67.667,1.598542,46.250,0.00020740,23.309,77.011,19.565,18.478,33.824,10.000,0.704405,0.732789,0.820161,0.654569,0.619883,0.723335,0.704079
101,0.766601,69.500,1.576969,48.750,0.00020192,23.313,83.333,4.348,34.783,19.118,15.000,0.701525,0.734862,0.810599,0.637067,0.650621,0.740654,0.668684
102,0.796993,69.167,1.656612,49.000,0.00019635,23.321,77.011,23.913,30.435,30.882,10.000,0.696382,0.731097,0.816092,0.626197,0.623624,0.748760,0.667237
103,0.770738,70.000,1.688161,46.250,0.00019072,23.361,87.356,8.696,18.478,11.765,20.000,0.699399,0.732099,0.820186,0.628285,0.637458,0.715804,0.695263
104,0.770740,69.083,1.717860,50.250,0.00018502,23.297,80.460,26.087,27.174,26.471,30.000,0.703694,0.740604,0.837097,0.612933,0.641975,0.725018,0.701447
105,0.756966,69.583,1.687703,46.000,0.00017926,23.351,80.460,2.174,30.435,17.647,15.000,0.689038,0.725369,0.811209,0.629944,0.630611,0.719481,0.653947
106,0.759562,71.250,1.744165,47.500,0.00017347,23.326,81.034,13.043,23.913,26.471,15.000,0.696882,0.736256,0.823823,0.642840,0.637846,0.735560,0.644342
107,0.770907,69.583,1.697918,50.500,0.00016763,23.328,72.989,17.391,43.478,38.235,5.000,0.692677,0.725480,0.803123,0.614775,0.634564,0.741052,0.669868
108,0.740799,69.167,1.848944,47.000,0.00016177,23.328,81.034,19.565,11.957,35.294,15.000,0.698139,0.737907,0.829036,0.637497,0.649104,0.715982,0.659079
109,0.765580,69.500,1.708015,46.500,0.00015589,23.310,83.333,6.522,29.348,10.294,20.000,0.700231,0.734819,0.824789,0.593036,0.648892,0.723910,0.710526
110,0.702905,72.167,1.722349,47.500,0.00015000,23.321,78.161,23.913,15.217,39.706,10.000,0.700785,0.734296,0.821152,0.643024,0.628953,0.732902,0.677895
111,0.691815,73.167,1.782605,45.000,0.00014411,23.393,84.483,8.696,15.217,14.706,25.000,0.698640,0.737293,0.832621,0.644436,0.631246,0.721341,0.663553
112,0.719685,72.750,1.733654,46.750,0.00013823,23.365,77.011,10.870,28.261,29.412,10.000,0.687805,0.723417,0.806658,0.615389,0.635199,0.721386,0.660395
113,0.717991,72.417,1.745653,48.000,0.00013237,23.320,84.483,6.522,33.696,11.765,15.000,0.693067,0.733054,0.823034,0.606055,0.650127,0.720854,0.665263
114,0.703480,70.833,1.778299,48.500,0.00012653,23.325,79.310,8.696,38.043,19.118,20.000,0.698790,0.732790,0.813498,0.609924,0.652950,0.730998,0.686579
115,0.690014,73.667,1.778854,47.000,0.00012074,23.368,82.184,21.739,11.957,30.882,15.000,0.706086,0.739992,0.822729,0.636821,0.643775,0.745393,0.681711
116,0.679236,73.750,1.807108,45.000,0.00011498,23.320,84.483,13.043,16.304,11.765,20.000,0.696987,0.724315,0.810319,0.643454,0.621224,0.703756,0.706184
117,0.676256,73.750,1.747540,46.500,0.00010928,23.309,78.161,4.348,26.087,30.882,15.000,0.700745,0.735437,0.823187,0.612994,0.638587,0.737775,0.691184
118,0.650223,74.583,1.833390,44.750,0.00010365,23.263,75.862,10.870,26.087,20.588,20.000,0.694247,0.722507,0.803911,0.634918,0.624329,0.714918,0.693158
119,0.650118,74.000,1.779581,49.750,0.00009808,23.348,79.885,17.391,31.522,30.882,10.000,0.698027,0.727102,0.805945,0.627794,0.643951,0.713235,0.699211
120,0.634214,75.333,1.789534,43.000,0.00009260,23.359,77.011,4.348,20.652,19.118,20.000,0.673547,0.705892,0.794960,0.614652,0.604778,0.688607,0.664737
121,0.645678,75.667,1.854764,45.750,0.00008720,23.333,78.736,13.043,19.565,29.412,10.000,0.692974,0.726240,0.811464,0.617907,0.628529,0.727365,0.679605
122,0.610596,77.583,1.873011,45.500,0.00008190,23.307,80.460,6.522,21.739,22.059,20.000,0.684222,0.717602,0.809048,0.597826,0.613707,0.714476,0.686053
123,0.637893,75.250,1.817706,44.750,0.00007671,23.400,77.586,21.739,17.391,20.588,20.000,0.691716,0.722853,0.808387,0.636453,0.626553,0.704554,0.682632
124,0.613374,77.083,1.851525,45.750,0.00007163,23.294,81.034,8.696,22.826,19.118,20.000,0.694119,0.726514,0.814337,0.631909,0.628600,0.710356,0.685395
125,0.620664,76.917,1.854257,44.250,0.00006666,23.333,79.310,4.348,21.739,20.588,15.000,0.689679,0.720968,0.804623,0.628470,0.624082,0.713191,0.678026
126,0.594838,78.500,1.912216,44.750,0.00006183,23.327,78.161,6.522,18.478,30.882,10.000,0.686809,0.720124,0.801851,0.607590,0.632446,0.719791,0.672368
127,0.609239,76.750,1.844024,44.250,0.00005714,23.337,77.011,17.391,19.565,22.059,10.000,0.687196,0.717192,0.800376,0.630742,0.623200,0.700611,0.681053
128,0.594903,77.083,1.895971,45.250,0.00005258,23.308,78.736,8.696,26.087,16.176,25.000,0.695557,0.725772,0.807853,0.627303,0.636328,0.712881,0.693421
129,0.595631,78.167,1.900883,45.250,0.00004818,23.399,77.011,2.174,29.348,23.529,15.000,0.690414,0.717873,0.796918,0.611582,0.621683,0.723335,0.698553
130,0.570412,79.500,1.886155,43.750,0.00004393,23.376,78.736,8.696,20.652,17.647,15.000,0.683321,0.715196,0.800504,0.616188,0.620412,0.703712,0.675789
131,0.609024,76.583,1.898126,44.250,0.00003985,23.319,78.161,13.043,20.652,20.588,10.000,0.682210,0.714839,0.800504,0.617293,0.617271,0.707167,0.668816
132,0.564175,78.833,1.916804,44.750,0.00003594,23.331,78.736,10.870,21.739,19.118,20.000,0.685951,0.715290,0.799537,0.614775,0.616107,0.709337,0.690000
133,0.563518,79.917,1.895978,45.750,0.00003220,23.351,77.586,13.043,28.261,17.647,20.000,0.688704,0.718489,0.799105,0.619320,0.625706,0.714786,0.684605
134,0.554356,79.167,1.925928,45.000,0.00002865,23.329,79.885,10.870,20.652,19.118,20.000,0.686014,0.714574,0.796180,0.623495,0.619530,0.704155,0.686711
135,0.560330,79.750,1.910248,45.000,0.00002528,23.325,78.736,13.043,21.739,20.588,15.000,0.685616,0.714660,0.801368,0.618767,0.616989,0.695429,0.695526
136,0.583188,78.833,1.899977,46.750,0.00002210,23.340,78.736,13.043,26.087,22.059,25.000,0.689853,0.719257,0.803046,0.626934,0.624965,0.703136,0.691184
137,0.571547,79.167,1.886210,46.250,0.00001913,23.335,78.736,13.043,25.000,22.059,20.000,0.687742,0.717699,0.800987,0.619688,0.624788,0.705351,0.687895
138,0.572374,79.333,1.893638,44.500,0.00001635,23.340,78.736,10.870,22.826,17.647,15.000,0.681758,0.712382,0.794273,0.609555,0.623941,0.701807,0.679211
139,0.558545,79.417,1.904034,44.750,0.00001378,23.345,78.736,13.043,21.739,20.588,10.000,0.684483,0.715513,0.799029,0.620732,0.622812,0.702605,0.677237
140,0.559893,78.417,1.923254,44.750,0.00001142,23.277,79.310,10.870,21.739,19.118,15.000,0.681141,0.712731,0.796765,0.609433,0.623165,0.699238,0.677105
141,0.564362,79.083,1.923268,44.750,0.00000927,23.355,78.736,10.870,22.826,19.118,15.000,0.682291,0.714616,0.802462,0.606915,0.620024,0.700345,0.681711
142,0.549950,79.167,1.918767,45.500,0.00000734,23.347,79.310,10.870,25.000,19.118,15.000,0.679365,0.711857,0.800326,0.605748,0.618859,0.692682,0.679211
143,0.540885,80.417,1.910774,44.750,0.00000563,23.287,78.161,10.870,23.913,17.647,20.000,0.682323,0.713910,0.800580,0.611029,0.620165,0.697998,0.681842
144,0.562038,79.583,1.928356,44.250,0.00000414,23.348,78.161,10.870,22.826,17.647,15.000,0.683634,0.715331,0.802411,0.616310,0.620977,0.697156,0.681316
145,0.549077,79.667,1.936976,44.000,0.00000288,23.333,77.586,10.870,22.826,17.647,15.000,0.685948,0.716775,0.801495,0.616495,0.623835,0.702915,0.685000
146,0.558089,79.917,1.940480,45.000,0.00000185,23.329,78.736,13.043,22.826,17.647,20.000,0.685188,0.717116,0.803860,0.611705,0.623871,0.702294,0.684211
147,0.545130,81.000,1.926430,45.750,0.00000104,23.371,79.310,13.043,25.000,17.647,20.000,0.686900,0.718588,0.803657,0.608696,0.627294,0.708141,0.686711
148,0.567782,79.500,1.908160,45.250,0.00000046,23.326,80.460,13.043,20.652,19.118,15.000,0.687431,0.719830,0.805666,0.611889,0.627682,0.708629,0.683289
149,0.539858,79.667,1.928304,44.500,0.00000012,23.283,78.736,10.870,21.739,17.647,20.000,0.685734,0.718282,0.805081,0.608941,0.626588,0.704376,0.683684
150,0.552241,80.167,1.933469,44.750,0.00030000,23.313,78.736,10.870,22.826,17.647,20.000,0.686742,0.719355,0.807471,0.610845,0.625318,0.704421,0.685658
