coverage,risk_mean,ci_low,ci_high
0.1825000000,0.1397260274,0.1254951968,0.1539568580
0.1850000000,0.1405405405,0.1255327292,0.1555483519
0.1875000000,0.1413333333,0.1224571363,0.1602095304
0.1900000000,0.1447368421,0.1331843548,0.1562893294
0.1925000000,0.1428571429,0.1314546879,0.1542595978
0.1950000000,0.1435897436,0.1261516056,0.1610278816
0.1975000000,0.1468354430,0.1327774931,0.1608933929
0.2000000000,0.1500000000,0.1280502742,0.1719497258
0.2025000000,0.1530864198,0.1298385594,0.1763342801
0.2050000000,0.1512195122,0.1282551623,0.1741838621
0.2075000000,0.1493975904,0.1267099194,0.1720852613
0.2100000000,0.1500000000,0.1231476825,0.1768523175
0.2125000000,0.1505882353,0.1265851513,0.1745913193
0.2150000000,0.1488372093,0.1251132309,0.1725611877
0.2175000000,0.1471264368,0.1236751478,0.1705777258
0.2200000000,0.1477272727,0.1277729765,0.1676815689
0.2225000000,0.1483146067,0.1301243620,0.1665048515
0.2250000000,0.1511111111,0.1326014771,0.1696207451
0.2275000000,0.1494505495,0.1311443180,0.1677567809
0.2300000000,0.1500000000,0.1278232376,0.1721767624
0.2325000000,0.1526881720,0.1352803034,0.1700960407
0.2350000000,0.1531914894,0.1381306939,0.1682522849
0.2375000000,0.1515789474,0.1366766866,0.1664812082
0.2400000000,0.1500000000,0.1352529711,0.1647470289
0.2425000000,0.1505154639,0.1311023022,0.1699286257
0.2450000000,0.1489795918,0.1297645236,0.1681946601
0.2475000000,0.1494949495,0.1288862410,0.1701036580
0.2500000000,0.1500000000,0.1303675684,0.1696324316
0.2525000000,0.1504950495,0.1285034051,0.1724866939
0.2550000000,0.1509803922,0.1306107719,0.1713500124
0.2575000000,0.1495145631,0.1293427061,0.1696864201
0.2600000000,0.1538461538,0.1349688158,0.1727234919
0.2625000000,0.1523809524,0.1336833985,0.1710785063
0.2650000000,0.1528301887,0.1354557987,0.1702045786
0.2675000000,0.1532710280,0.1356721805,0.1708698756
0.2700000000,0.1518518519,0.1344159566,0.1692877471
