epoch,train_loss,train_acc,test_loss,test_acc,lr,epoch_time_sec,test_acc_c0,test_acc_c1,test_acc_c2,test_acc_c3,test_acc_c4,test_auc_macro,test_auc_weighted,test_auc_c0,test_auc_c1,test_auc_c2,test_auc_c3,test_auc_c4
34,1.058969,54.083,1.269524,52.750,0.00029266,23.303,79.310,21.739,52.174,19.118,10.000,0.739199,0.766600,0.836766,0.651130,0.693464,0.770819,0.743816
35,1.070260,55.417,1.241192,57.000,0.00028858,23.284,76.437,19.565,50.000,55.882,10.000,0.750038,0.783118,0.852380,0.682817,0.726073,0.769711,0.719211
36,1.042131,54.833,1.264738,49.750,0.00028365,23.272,80.460,17.391,46.739,7.353,15.000,0.734403,0.767799,0.846430,0.637128,0.680865,0.786277,0.721316
37,1.031356,56.583,1.316254,54.000,0.00027790,23.295,75.287,26.087,48.913,41.176,0.000,0.733191,0.764842,0.831528,0.667711,0.714709,0.744640,0.707368
38,1.053095,56.083,1.270401,50.500,0.00027135,23.306,85.632,10.870,21.739,38.235,10.000,0.738490,0.772729,0.850651,0.657210,0.678324,0.798237,0.708026
39,1.038649,56.667,1.296374,56.250,0.00026406,23.348,81.034,30.435,43.478,42.647,5.000,0.749199,0.781618,0.850829,0.672808,0.717215,0.782645,0.722500
40,1.028745,57.333,1.294174,53.000,0.00025607,23.338,77.586,21.739,40.217,41.176,10.000,0.745609,0.777314,0.852177,0.655367,0.700734,0.784107,0.735658
41,1.035541,55.083,1.276497,55.000,0.00024742,23.352,78.736,34.783,42.391,41.176,0.000,0.741177,0.773597,0.848032,0.670658,0.695723,0.774894,0.716579
42,1.025082,56.000,1.307795,55.000,0.00023817,23.308,75.862,23.913,58.696,30.882,10.000,0.747108,0.777843,0.838597,0.677598,0.729461,0.773831,0.716053
43,1.001055,57.917,1.277867,54.000,0.00022837,23.329,80.460,21.739,33.696,48.529,10.000,0.739701,0.770741,0.841878,0.670597,0.711957,0.749601,0.724474
44,1.004677,59.000,1.306210,51.000,0.00021810,23.305,91.379,19.565,23.913,17.647,10.000,0.721946,0.759384,0.838114,0.656473,0.677336,0.763599,0.674211
45,1.003111,58.417,1.370562,53.500,0.00020740,23.334,72.989,28.261,33.696,63.235,0.000,0.734601,0.771213,0.845158,0.658622,0.703698,0.772502,0.693026
46,1.017491,57.667,1.359866,49.750,0.00019635,23.368,82.184,17.391,35.870,16.176,20.000,0.722450,0.751989,0.820212,0.640690,0.684712,0.755847,0.710789
47,1.015422,56.917,1.316227,57.750,0.00018502,23.313,76.437,32.609,57.609,44.118,0.000,0.748933,0.781899,0.845565,0.679747,0.726602,0.784594,0.708158
48,0.990654,58.167,1.371623,50.750,0.00017347,23.353,78.161,30.435,31.522,32.353,10.000,0.740687,0.771479,0.839462,0.664333,0.697840,0.786012,0.715789
49,0.992940,58.417,1.411858,51.250,0.00016177,23.330,83.908,19.565,22.826,39.706,10.000,0.736761,0.768192,0.835444,0.660034,0.710121,0.763599,0.714605
50,0.989238,59.250,1.316622,53.000,0.00015000,23.368,78.161,17.391,38.043,45.588,10.000,0.736870,0.776048,0.857873,0.663535,0.693394,0.780076,0.689474
51,0.982575,61.333,1.399476,52.250,0.00013823,23.339,79.310,28.261,35.870,33.824,10.000,0.734447,0.766550,0.835698,0.653218,0.701581,0.770420,0.711316
52,0.992497,59.667,1.301184,52.000,0.00012653,23.349,76.437,21.739,35.870,44.118,10.000,0.733906,0.771886,0.857898,0.685028,0.672713,0.770863,0.683026
53,0.962506,60.667,1.400871,52.500,0.00011498,23.331,78.736,23.913,32.609,44.118,10.000,0.734164,0.764495,0.833282,0.658254,0.699252,0.762403,0.717632
54,0.956322,60.500,1.318093,52.000,0.00010365,23.317,79.310,21.739,36.957,35.294,10.000,0.738380,0.772809,0.845641,0.672132,0.701228,0.772768,0.700132
55,0.947776,61.500,1.397233,51.500,0.00009260,23.339,80.460,19.565,26.087,45.588,10.000,0.729390,0.761339,0.834223,0.655981,0.691735,0.755537,0.709474
56,0.935832,61.583,1.392704,53.250,0.00008190,23.385,77.011,34.783,41.304,33.824,10.000,0.736925,0.768084,0.837504,0.664210,0.694135,0.777463,0.711316
57,0.927819,62.333,1.412565,51.250,0.00007163,23.366,78.736,23.913,35.870,32.353,10.000,0.742329,0.773133,0.836232,0.665684,0.710016,0.787739,0.711974
58,0.963637,61.083,1.401738,51.500,0.00006183,23.300,79.885,23.913,34.783,32.353,10.000,0.730959,0.766776,0.836487,0.665868,0.699181,0.773786,0.679474
59,0.930913,62.333,1.412501,50.250,0.00005258,23.325,76.437,17.391,26.087,50.000,10.000,0.727197,0.757155,0.825348,0.665070,0.679030,0.767851,0.698684
60,0.926634,62.000,1.423319,51.250,0.00004393,23.341,78.736,26.087,30.435,38.235,10.000,0.729774,0.763657,0.836131,0.661201,0.699711,0.753145,0.698684
61,0.910496,62.500,1.395530,52.000,0.00003594,23.339,78.736,26.087,30.435,42.647,10.000,0.730328,0.765723,0.837555,0.665009,0.686124,0.782955,0.680000
62,0.909388,62.083,1.424263,51.000,0.00002865,23.355,78.161,23.913,32.609,36.765,10.000,0.733079,0.764662,0.830968,0.661570,0.699358,0.771527,0.701974
63,0.915489,61.750,1.407868,51.250,0.00002210,23.365,80.460,23.913,27.174,39.706,10.000,0.732205,0.764733,0.833638,0.661631,0.691453,0.777197,0.697105
64,0.893889,62.000,1.435601,51.500,0.00001635,23.320,79.310,26.087,31.522,36.765,10.000,0.727949,0.760374,0.829366,0.659666,0.690112,0.766522,0.694079
65,0.905820,63.000,1.430623,51.000,0.00001142,23.357,79.310,26.087,29.348,36.765,10.000,0.729900,0.763473,0.834173,0.659605,0.690994,0.771572,0.693158
66,0.910461,62.000,1.422171,50.500,0.00000734,23.377,77.586,26.087,30.435,36.765,10.000,0.729811,0.763921,0.834783,0.660096,0.691947,0.771837,0.690395
67,0.900405,63.417,1.426674,50.250,0.00000414,23.341,78.161,26.087,28.261,36.765,10.000,0.730713,0.764399,0.835291,0.659912,0.694452,0.768648,0.695263
68,0.912074,63.500,1.433506,51.250,0.00000185,23.295,79.885,26.087,28.261,38.235,10.000,0.732824,0.765626,0.836614,0.659789,0.693782,0.771306,0.702632
69,0.902030,62.917,1.425382,51.500,0.00000046,23.352,79.885,26.087,29.348,38.235,10.000,0.733026,0.765483,0.835876,0.660833,0.696182,0.767895,0.704342
70,0.881155,63.500,1.424940,51.000,0.00030000,23.379,79.310,26.087,28.261,38.235,10.000,0.731676,0.764691,0.835063,0.660833,0.695158,0.768249,0.699079
71,0.945486,61.083,1.410331,52.250,0.00029988,23.355,82.184,13.043,38.043,32.353,15.000,0.726656,0.761162,0.835342,0.678642,0.683089,0.756866,0.679342
72,0.967819,60.250,1.496551,53.500,0.00029954,23.373,76.437,26.087,41.304,42.647,10.000,0.730689,0.759650,0.828273,0.674527,0.680054,0.765326,0.705263
73,0.985255,59.500,1.440585,49.500,0.00029896,23.305,85.632,10.870,28.261,23.529,10.000,0.721846,0.763117,0.840657,0.641366,0.687218,0.780120,0.659868
74,0.983611,58.917,1.414966,54.000,0.00029815,23.312,75.287,17.391,51.087,41.176,10.000,0.728099,0.755012,0.821254,0.653771,0.679030,0.767364,0.719079
75,0.977644,58.000,1.438723,49.500,0.00029712,23.404,76.437,13.043,33.696,36.765,15.000,0.722352,0.746808,0.812023,0.663289,0.680336,0.733478,0.722632
76,0.972104,59.250,1.407625,51.000,0.00029586,23.321,84.483,17.391,14.130,50.000,10.000,0.729546,0.764093,0.842183,0.685520,0.670772,0.768072,0.681184
77,0.924991,61.000,1.422470,50.500,0.00029437,23.344,75.862,6.522,59.783,14.706,10.000,0.726965,0.745231,0.806301,0.638787,0.670455,0.757176,0.762105
78,0.935755,61.083,1.423361,49.500,0.00029266,23.384,85.057,19.565,17.391,33.824,10.000,0.722307,0.755371,0.832392,0.661385,0.662232,0.767762,0.687763
79,0.934046,61.750,1.508141,48.250,0.00029073,23.394,75.287,32.609,26.087,29.412,15.000,0.723978,0.755152,0.828553,0.685581,0.667208,0.754208,0.684342
80,0.940444,60.500,1.435453,50.500,0.00028858,23.312,78.736,19.565,40.217,22.059,20.000,0.725866,0.756820,0.834783,0.655429,0.674160,0.750089,0.714868
81,0.963334,59.833,1.522235,52.500,0.00028622,23.340,79.310,10.870,44.565,38.235,0.000,0.719554,0.752524,0.825781,0.650025,0.689688,0.735959,0.696316
82,0.924245,61.417,1.434274,49.250,0.00028365,23.369,78.736,13.043,19.565,48.529,15.000,0.714513,0.749950,0.832748,0.681037,0.653480,0.740167,0.665132
83,0.911979,63.250,1.536134,48.250,0.00028087,23.354,82.759,10.870,41.304,5.882,10.000,0.713868,0.749596,0.819423,0.644866,0.692405,0.742514,0.670132
84,0.927601,62.083,1.474668,49.500,0.00027790,23.378,78.161,30.435,23.913,36.765,5.000,0.709463,0.743312,0.816499,0.653218,0.648010,0.770774,0.658816
85,0.893707,62.167,1.632650,49.500,0.00027472,23.440,79.310,19.565,22.826,41.176,10.000,0.721104,0.756825,0.836995,0.664702,0.665690,0.760631,0.677500
86,0.894118,64.417,1.464117,47.500,0.00027135,23.392,80.460,6.522,27.174,29.412,10.000,0.714991,0.747337,0.829036,0.640506,0.652668,0.752481,0.700263
87,0.890670,63.750,1.523060,49.250,0.00026780,23.295,72.989,21.739,48.913,16.176,20.000,0.711728,0.739874,0.801266,0.598195,0.680724,0.767009,0.711447
88,0.877789,63.833,1.481971,46.000,0.00026406,23.402,81.034,23.913,13.043,26.471,10.000,0.696123,0.741491,0.850142,0.648858,0.608272,0.737420,0.635921
89,0.892307,64.000,1.470368,51.750,0.00026015,23.369,75.862,10.870,41.304,42.647,15.000,0.734016,0.762268,0.843149,0.634672,0.676419,0.759523,0.756316
90,0.876696,64.000,1.602385,51.250,0.00025607,23.331,82.184,28.261,22.826,38.235,10.000,0.711598,0.750749,0.831680,0.650086,0.663114,0.758637,0.654474
91,0.846129,64.667,1.515307,51.250,0.00025182,23.303,72.414,15.217,50.000,36.765,5.000,0.706048,0.740410,0.821102,0.667035,0.633787,0.752791,0.655526
92,0.833415,66.167,1.601370,46.750,0.00024742,23.327,81.609,6.522,32.609,13.235,15.000,0.712340,0.744595,0.817313,0.626382,0.674654,0.747431,0.695921
93,0.852517,66.083,1.592371,47.000,0.00024286,23.367,78.736,17.391,21.739,30.882,10.000,0.709521,0.745251,0.831019,0.636330,0.644375,0.754828,0.681053
94,0.836797,66.167,1.544467,49.250,0.00023817,23.353,74.713,19.565,44.565,20.588,15.000,0.705509,0.736435,0.822271,0.648919,0.651045,0.700966,0.704342
95,0.818090,66.667,1.623570,49.000,0.00023334,23.399,82.759,13.043,16.304,45.588,0.000,0.697456,0.731938,0.813829,0.656043,0.623200,0.745260,0.648947
96,0.830045,65.833,1.594579,48.500,0.00022837,23.325,78.736,2.174,40.217,22.059,20.000,0.712796,0.747749,0.828883,0.637436,0.648751,0.768515,0.680395
97,0.822617,67.750,1.560424,49.500,0.00022329,23.345,77.011,26.087,28.261,36.765,5.000,0.707610,0.738591,0.823034,0.650270,0.653762,0.707300,0.703684
98,0.813031,66.500,1.654794,49.250,0.00021810,23.342,78.161,8.696,47.826,14.706,15.000,0.711421,0.743170,0.816397,0.631909,0.662514,0.755625,0.690658
99,0.811317,66.083,1.668531,47.000,0.00021280,23.332,82.184,10.870,16.304,32.353,15.000,0.710664,0.746757,0.831706,0.662061,0.636999,0.759922,0.662632
100,0.792234,68.167,1.600026,46.500,0.00020740,23.334,77.586,19.565,17.391,35.294,10.000,0.704324,0.733281,0.821941,0.653034,0.618648,0.724575,0.703421
101,0.766028,69.500,1.576782,48.500,0.00020192,23.269,83.908,4.348,32.609,19.118,15.000,0.701104,0.734553,0.811667,0.640383,0.646598,0.739768,0.667105
102,0.795484,69.083,1.653691,49.000,0.00019635,23.309,77.011,26.087,28.261,32.353,10.000,0.696553,0.731464,0.816575,0.626013,0.621859,0.752658,0.665658
103,0.770099,70.083,1.684865,45.750,0.00019072,23.311,87.356,8.696,16.304,11.765,20.000,0.701133,0.733897,0.821356,0.632400,0.638834,0.719127,0.693947
104,0.769564,69.083,1.717432,49.750,0.00018502,23.356,79.885,26.087,26.087,27.941,25.000,0.704509,0.741798,0.838165,0.615144,0.641057,0.730023,0.698158
105,0.755398,70.000,1.690637,46.250,0.00017926,23.343,81.034,2.174,31.522,17.647,10.000,0.690496,0.725646,0.809251,0.633690,0.630329,0.723423,0.655789
106,0.759118,70.833,1.740202,47.500,0.00017347,23.354,81.609,10.870,25.000,25.000,15.000,0.698868,0.737122,0.823899,0.644129,0.637881,0.737642,0.650789
107,0.769474,69.833,1.697642,51.500,0.00016763,23.274,75.287,17.391,44.565,36.765,5.000,0.692687,0.725409,0.802233,0.615021,0.634493,0.743267,0.668421
108,0.740802,69.417,1.847695,47.000,0.00016177,23.343,81.609,19.565,14.130,32.353,10.000,0.699151,0.738911,0.828959,0.636330,0.651821,0.719038,0.659605
109,0.764035,69.500,1.710436,46.000,0.00015589,23.350,82.759,6.522,28.261,10.294,20.000,0.700453,0.734931,0.825043,0.595922,0.648363,0.722803,0.710132
110,0.701075,72.417,1.720223,47.500,0.00015000,23.332,78.736,23.913,15.217,38.235,10.000,0.700584,0.733481,0.818737,0.644313,0.629023,0.733478,0.677368
111,0.689989,73.083,1.781882,45.500,0.00014411,23.333,84.483,8.696,14.130,19.118,25.000,0.699174,0.737503,0.832062,0.648612,0.630329,0.722892,0.661974
112,0.719502,72.417,1.745551,46.250,0.00013823,23.395,76.437,10.870,26.087,30.882,10.000,0.686955,0.723231,0.806734,0.619442,0.634105,0.720810,0.653684
113,0.717496,72.583,1.743557,49.000,0.00013237,23.277,84.483,6.522,35.870,14.706,15.000,0.691775,0.732228,0.822577,0.604458,0.649951,0.719259,0.662632
114,0.702519,71.333,1.781231,48.750,0.00012653,23.184,79.310,8.696,38.043,20.588,20.000,0.697375,0.731999,0.813015,0.608818,0.651715,0.731352,0.681974
115,0.689371,73.583,1.774637,47.000,0.00012074,22.765,81.034,21.739,13.043,32.353,15.000,0.704796,0.739744,0.823568,0.633812,0.641975,0.747652,0.676974
116,0.678934,73.750,1.804391,44.750,0.00011498,22.738,85.057,13.043,14.130,13.235,15.000,0.695789,0.723217,0.809124,0.645603,0.619777,0.701940,0.702500
117,0.675562,73.750,1.744601,48.250,0.00010928,22.878,79.310,6.522,29.348,32.353,15.000,0.701104,0.735957,0.822449,0.610415,0.642010,0.739989,0.690658
118,0.649476,74.750,1.830870,44.750,0.00010365,23.358,75.862,10.870,26.087,20.588,20.000,0.693599,0.721612,0.803148,0.635348,0.622353,0.713988,0.693158
119,0.649100,73.833,1.778763,49.000,0.00009808,23.313,79.885,17.391,28.261,30.882,10.000,0.697326,0.726753,0.806098,0.629882,0.642469,0.712394,0.695789
120,0.633471,75.833,1.787048,42.750,0.00009260,23.353,77.011,8.696,20.652,14.706,20.000,0.672708,0.705449,0.795646,0.616126,0.602873,0.686526,0.662368
121,0.643861,76.000,1.848078,45.750,0.00008720,23.343,78.736,10.870,20.652,29.412,10.000,0.692136,0.725799,0.811464,0.617969,0.628106,0.726036,0.677105
122,0.608165,77.667,1.875138,45.750,0.00008190,23.330,81.034,6.522,20.652,23.529,20.000,0.684045,0.717924,0.809760,0.599300,0.612684,0.715982,0.682500
123,0.636202,75.333,1.824478,44.750,0.00007671,23.371,77.586,19.565,18.478,20.588,20.000,0.692010,0.723247,0.808260,0.635900,0.628211,0.705439,0.682237
124,0.611582,77.167,1.847367,45.250,0.00007163,23.354,81.609,8.696,20.652,17.647,20.000,0.693738,0.726615,0.814846,0.633137,0.628247,0.710223,0.682237
125,0.618716,77.083,1.854416,44.500,0.00006666,23.340,79.885,6.522,21.739,19.118,15.000,0.689453,0.721021,0.804852,0.629821,0.624188,0.712482,0.675921
126,0.593292,78.583,1.904341,44.750,0.00006183,23.345,78.161,8.696,18.478,29.412,10.000,0.686482,0.720254,0.802792,0.609740,0.631811,0.718329,0.669737
127,0.607634,76.750,1.844917,44.250,0.00005714,23.334,77.011,17.391,20.652,20.588,10.000,0.687822,0.717799,0.800809,0.633505,0.622988,0.701807,0.680000
128,0.594364,77.000,1.891412,46.500,0.00005258,23.310,78.736,8.696,28.261,20.588,25.000,0.695546,0.726530,0.808794,0.628470,0.636822,0.714830,0.688816
129,0.594684,78.083,1.904120,45.750,0.00004818,23.358,77.586,2.174,30.435,23.529,15.000,0.689920,0.717789,0.797121,0.609310,0.621400,0.724663,0.697105
130,0.569022,79.417,1.888367,43.500,0.00004393,23.407,79.310,6.522,20.652,16.176,15.000,0.683133,0.715254,0.800173,0.615267,0.621506,0.704509,0.674211
131,0.608496,76.833,1.898631,44.250,0.00003985,23.380,78.161,10.870,21.739,19.118,15.000,0.682523,0.715221,0.800834,0.617047,0.618577,0.706813,0.669342
132,0.562719,78.833,1.915787,45.250,0.00003594,23.345,78.736,10.870,22.826,20.588,20.000,0.686308,0.715824,0.800198,0.614407,0.616177,0.711021,0.689737
133,0.562188,80.167,1.894980,45.750,0.00003220,23.408,77.586,13.043,28.261,19.118,15.000,0.689123,0.719349,0.799817,0.620486,0.627047,0.716159,0.682105
134,0.553308,79.000,1.925973,45.250,0.00002865,23.337,79.885,13.043,20.652,19.118,20.000,0.685762,0.714970,0.797299,0.623987,0.619953,0.703490,0.684079
135,0.558880,80.083,1.910724,45.000,0.00002528,23.370,79.310,13.043,21.739,19.118,15.000,0.685558,0.714941,0.802131,0.619688,0.616283,0.696005,0.693684
136,0.581294,78.667,1.899797,46.750,0.00002210,23.325,78.736,13.043,26.087,22.059,25.000,0.689610,0.719451,0.803352,0.625706,0.625494,0.704155,0.689342
137,0.570507,79.167,1.884758,46.250,0.00001913,23.315,78.736,13.043,26.087,20.588,20.000,0.687417,0.717963,0.801394,0.619381,0.625918,0.705395,0.685000
138,0.570496,79.500,1.892105,44.750,0.00001635,23.380,78.736,10.870,23.913,17.647,15.000,0.681911,0.712654,0.794375,0.610354,0.625529,0.700611,0.678684
139,0.556870,79.417,1.907228,44.500,0.00001378,23.320,78.736,13.043,21.739,19.118,10.000,0.684259,0.715926,0.800020,0.622022,0.622565,0.703003,0.673684
140,0.558309,78.750,1.921031,44.500,0.00001142,23.374,79.310,10.870,21.739,17.647,15.000,0.680813,0.713008,0.797961,0.608757,0.622847,0.699238,0.675263
141,0.562634,79.500,1.920284,44.250,0.00000927,23.328,78.736,10.870,21.739,17.647,15.000,0.682534,0.715173,0.803631,0.607222,0.620200,0.700301,0.681316
142,0.547836,79.083,1.920091,45.000,0.00000734,23.380,79.310,10.870,23.913,17.647,15.000,0.679391,0.712169,0.800605,0.606423,0.619389,0.693170,0.677368
143,0.539123,80.583,1.910338,45.000,0.00000563,23.388,78.161,10.870,23.913,19.118,20.000,0.681615,0.713727,0.800758,0.610722,0.620271,0.697378,0.678947
144,0.560933,79.500,1.926950,44.250,0.00000414,23.339,78.161,10.870,22.826,17.647,15.000,0.683382,0.715257,0.801928,0.617170,0.621753,0.696979,0.679079
145,0.547334,79.667,1.935978,44.000,0.00000288,23.326,77.586,10.870,22.826,19.118,10.000,0.685457,0.716812,0.801699,0.617232,0.624082,0.702826,0.681447
146,0.556228,79.750,1.939380,45.250,0.00000185,23.384,78.736,13.043,22.826,19.118,20.000,0.684930,0.717206,0.804140,0.612503,0.624047,0.701984,0.681974
147,0.543451,81.250,1.925794,46.250,0.00000104,23.343,79.310,13.043,26.087,19.118,20.000,0.686640,0.718869,0.804572,0.609678,0.627259,0.707610,0.684079
148,0.567243,79.333,1.907940,45.500,0.00000046,23.343,80.460,10.870,20.652,20.588,20.000,0.687356,0.720091,0.806098,0.612196,0.627788,0.709249,0.681447
149,0.539025,79.667,1.928271,44.500,0.00000012,23.407,78.736,10.870,21.739,17.647,20.000,0.685369,0.718289,0.805488,0.608266,0.626835,0.703889,0.682368
150,0.550778,79.917,1.932168,45.000,0.00030000,23.327,78.736,10.870,22.826,19.118,20.000,0.686083,0.719186,0.807446,0.610292,0.625671,0.704243,0.682763
